ID,Title,Synonyms,Japanese,English,Synopsis,Type,Episodes,Status,Start_Aired,End_Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Rating,Score,Scored_Users,Ranked,Popularity,Members,Favorites
23281,Psycho-Pass 2,"Psycho-Pass Second Season, Psychopath 2nd Season",PSYCHO-PASS サイコパス 2,Psycho-Pass 2,"A year and a half after the events of the original sci-fi psychological thriller, Akane Tsunemori continues her work as an inspector—enforcing the Sibyl System's judgments. Joining her are new enforcers and junior inspector Mika Shimotsuki, a young woman blindly and inflexibly loyal to Sibyl. As Akane ponders both the nature of her job and the legitimacy of Sibyl's verdicts, a disturbing new menace emerges.

A mysterious figure has discovered a way to control the Crime Coefficient—a number compiled from mental scans that allows Sibyl to gauge psychological health and identify potential criminals. Through these means, he is able to murder an enforcer, leaving behind a cryptic clue: ""WC?"" scrawled in blood on a wall.

Akane and the rest of Division 01 soon find themselves playing a deadly game against their new foe, coming face-to-face with a conspiracy threatening not only the authority of the Sibyl System, but the very foundation of Akane's own convictions.

[Written by MAL Rewrite]",TV,11,Finished Airing,"Oct 10, 2014","Dec 19, 2014",Fall 2014,Fridays at 0050 (JST),"Production I.G, Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, Kyoraku Industrial Holdings",Funimation,Tatsunoko Production,Original,"Action, Sci-Fi, Suspense","Adult Cast, Detective, Psychological",Unknown,R - 17+ (violence & profanity),7.401,327241,20202,291,607304,1399
30123,Akagami no Shirayuki-hime,Akagami no Shirayukihime,赤髪の白雪姫,Snow White with the Red Hair,"Although her name means ""snow white,"" Shirayuki is a cheerful, red-haired girl living in the country of Tanbarun who works diligently as an apothecary at her herbal shop. Her life changes drastically when she is noticed by the silly prince of Tanbarun, Prince Raji, who then tries to force her to become his concubine. Unwilling to give up her freedom, Shirayuki cuts her long red hair and escapes into the forest, where she is rescued from Raji by Zen Wistalia, the second prince of a neighboring country, and his two aides. Hoping to repay her debt to the trio someday, Shirayuki sets her sights on pursuing a career as the court herbalist in Zen's country, Clarines.

Akagami no Shirayuki-hime depicts Shirayuki's journey toward a new life at the royal palace of Clarines, as well as Zen's endeavor to become a prince worthy of his title. As loyal friendships are forged and deadly enemies formed, Shirayuki and Zen slowly learn to support each other as they walk their own paths.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Jul 7, 2015","Sep 22, 2015",Summer 2015,Tuesdays at 0000 (JST),"Hakusensha, Warner Bros. Japan, KlockWorx, Showgate",Funimation,Bones,Manga,"Drama, Fantasy, Romance",Unknown,Shoujo,PG-13 - Teens 13 or older,7.761,301087,9642,292,607246,6841
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"Watashi ga Motenai no wa Dou Kangaete mo Omaera ga Warui!, It's Not My Fault That I'm Not Popular!, WataMote",私がモテないのはどう考えてもお前らが悪い!,"WataMote No Matter How I Look At It, It's You Guys' Fault I'm Not Popular!","After living 50 simulated high school lives and dating over 100 virtual boys, Tomoko Kuroki believes that she is ready to conquer her first year of high school. Little does she know that she is much less prepared than she would like to think. In reality, Tomoko is an introverted and awkward young girl, and she herself is the only one who doesn't realize it! With the help of her best friend, Yuu Naruse, and the support and love of her brother Tomoki, Tomoko attempts to brave the new world of high school life.

Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui! chronicles the life of a socially awkward and relatively friendless high school otaku as she attempts to overcome her personal barriers in order to live a fulfilling life.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Jul 9, 2013","Sep 24, 2013",Summer 2013,Tuesdays at 0205 (JST),"TV Tokyo, Media Factory, MediaNet, AT-X, DAX Production, Sony Music Communications, Bushiroad, Good Smile Company, NichiNare",Sentai Filmworks,SILVER LINK.,Web manga,Comedy,"Otaku Culture, School",Unknown,PG-13 - Teens 13 or older,7.001,318763,39532,293,606069,5108
34618,Blend S,Unknown,ブレンド・S,BLEND-S,"Wishing to be independent, 16-year-old Maika Sakuranomiya is desperate to nail down a part-time job so that she can afford to study abroad. Unfortunately, her applications are constantly rejected due to the menacing look she unintentionally makes whenever she smiles, despite her otherwise cheerful disposition.

After yet another failed interview, she chances upon Café Stile, a coffee shop where the servers interact with the customers while roleplaying distinctive characteristics. The Italian store manager, Dino, becomes infatuated with Maika's cuteness at first sight, and offers her a job as a waitress with a sadistic nature. Coupled with her inherent clumsiness, she successfully manages to serve a pair of masochistic customers in accordance with her new, ruthless persona. Alongside Kaho Hinata as the tsundere and Mafuyu Hoshikawa as the younger sister, Maika decides to make the most out of her unique quirk and cements her position in the cafe with merciless cruelty!

[Written by MAL Rewrite]",TV,12,Finished Airing,"Oct 8, 2017","Dec 24, 2017",Fall 2017,Sundays at 0030 (JST),"Aniplex, Houbunsha, Kansai Telecasting, Lawson, Contents Seed, Kinoshita Group Holdings, Drecom",Aniplex of America,A-1 Pictures,4-koma manga,Comedy,Workplace,Unknown,PG-13 - Teens 13 or older,7.291,341558,25242,294,605799,2884
22147,Amagi Brilliant Park,Amaburi,甘城ブリリアントパーク,Amagi Brilliant Park,"Seiya Kanie, a smart and extremely narcissistic high school student, believes that the beautiful but reserved Isuzu Sento has invited him on a date at an amusement park called Amagi Brilliant Park. Much to his chagrin, not only is the location a run-down facility, the supposed date is merely a recruitment tour where Sento and Princess Latifa Fleuranza, the owner of the theme park, ask him to become the park's new manager. Their cause for desperation? As stipulated in a land-use contract, Amagi has less than three months to meet a quota of 500,000 guests, or the park will be closed for good and the land redeveloped by a greedy real-estate company.

Seiya is won over by the revelation that Amagi is no ordinary amusement park; many of its employees are Maple Landers—mysterious magical beings who live in the human world and are nourished by the energy created by people having fun. Entrusted with the hopes and dreams of this far-off enchanted land, Seiya must now use his many skills to bring Amagi back on its feet, or watch it crumble before his eyes.

[Written by MAL Rewrite]",TV,13,Finished Airing,"Oct 7, 2014","Dec 26, 2014",Fall 2014,Fridays at 0216 (JST),"Avex Entertainment, TBS, DAX Production, flying DOG, Mobcast",Sentai Filmworks,Kyoto Animation,Light novel,"Comedy, Drama, Fantasy",Workplace,Unknown,PG-13 - Teens 13 or older,7.471,329625,17702,295,604859,2503
14289,Sukitte Ii na yo.,"Suki-tte Ii na yo., Sukinayo",好きっていいなよ。,"Say ""I Love You.""","Friends will only let you down—that is the sad truth Mei Tachibana lives with, ever since she was wrongfully blamed for the death of a class pet by her so-called friends in grade school. Since then, she has stayed away from people in order to avoid ever being hurt again. However, Mei's life begins to change drastically when a misunderstanding in high school causes her to encounter popular student Yamato Kurosawa.

Yamato finds her intriguing and insists on being her friend, even though Mei wants nothing to do with him. But when a dangerous situation ends with Yamato kissing Mei to save her from the unwanted attention of a stalker, Mei begins to develop feelings for him. On the heels of her discovery that their feelings are mutual, they start dating and she gains not only a boyfriend, but friends as well. Mei, however, finds it very hard to adapt to this new lifestyle, especially in expressing her true feelings towards Yamato.

Throughout misunderstandings of their new relationship, each other, and the attentions of other girls, Mei and Yamato slowly grow closer and learn the true meaning of those three little words: ""I love you.""

[Written by MAL Rewrite]",TV,13,Finished Airing,"Oct 7, 2012","Dec 30, 2012",Fall 2012,Sundays at 0100 (JST),"Starchild Records, Kodansha, Magic Capsule, Yomiuri Advertising, GANSIS",Sentai Filmworks,Zexcs,Manga,"Drama, Romance",School,Shoujo,PG-13 - Teens 13 or older,7.431,333896,18972,296,604860,4600
6347,Baka to Test to Shoukanjuu,"The Idiot, the Tests, and the Summoned Creatures, Baka to Test to Shokanju, BakaTest",バカとテストと召喚獣,Baka & Test - Summon the Beasts,"Fumizuki Academy isn't a typical Japanese high school. This unique institution has implemented a new and innovative system to sort its students. At the end of their freshman year, students take a test that divides up the student body. The highest scorers are placed into A class, all the way down until F class, for the lowest of the low.

Unfortunately for Akihisa Yoshii, his supposedly ""great"" intellect wasn't quite enough for such a test, and he's now stuck at the bottom of F class. Naturally, F class has the worst facilities: not only rotten tatami mats and broken tables, but also outdated equipment and worn out furniture. On the bright side, his friend Yuuji Sakamoto is in the same class, and to everyone's surprise, the genius girl Mizuki Himeji has also ended up in the same class due to an unforeseen fever on the day of the test.

Unsatisfied with their perquisites, F class rallies behind Yuuji, determined to take on the higher-tiered classes in order to seize their perks by using the school's Examinations Summon Battle system. The participants can summon fantasy characters—whose power levels are equal to their student's test scores—in an all-out battle. Will F class be able to rise to the top, or will they live up to everyone's expectations and fail?

[Written by MAL Rewrite]
",TV,13,Finished Airing,"Jan 7, 2010","Apr 1, 2010",Winter 2010,Thursdays at 0220 (JST),"Lantis, Media Factory, Cospa, T.O Entertainment",Funimation,SILVER LINK.,Light novel,"Comedy, Romance","Love Polygon, School",Unknown,PG-13 - Teens 13 or older,7.531,331844,15812,297,601285,5505
23277,Saenai Heroine no Sodatekata,Saenai Kanojo no Sodate-kata,冴えない彼女〈ヒロイン〉の育てかた,Saekano How to Raise a Boring Girlfriend,"Tomoya Aki, an otaku, has been obsessed with collecting anime and light novels for years, attaching himself to various series with captivating stories and characters. Now, he wants to have a chance of providing the same experience for others by creating his own game, but unfortunately, Tomoya cannot do this task by himself.

He successfully recruits childhood friend Eriri Spencer Sawamura to illustrate and literary elitist Utaha Kasumigaoka to write the script for his visual novel, while he directs. Super-group now in hand, Tomoya only needs an inspiration to base his project on, and luckily meets the beautiful, docile Megumi Katou, who he then models his main character after.

Using what knowledge he has, Tomoya creates a new doujin circle with hopes to touch the hearts of those who play their game. What he does not realize, is that to invoke these emotions, the creators have had to experience the same feelings in their own lives.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Jan 16, 2015","Mar 27, 2015",Winter 2015,Fridays at 0050 (JST),"Aniplex, Dentsu, Fuji TV, Half H.P Studio, Cospa, Fujipacific Music, Good Smile Company, Kyoraku Industrial Holdings, Kansai Telecasting, Fujimi Shobo",Aniplex of America,A-1 Pictures,Light novel,"Comedy, Romance, Ecchi","Harem, Otaku Culture, School",Unknown,PG-13 - Teens 13 or older,7.491,289295,17112,298,599004,4093
18277,Strike the Blood,SutoBura,ストライク・ザ・ブラッド,Strike the Blood,"Kojou Akatsuki's days as an ordinary high school student in the Demon District of Itogami Island come to an abrupt end after a fateful encounter leaves him with the remarkable abilities of a vampire.

It isn't long before he is thrust into the center of attention when it is discovered that he is the fourth primogenitor, an immensely powerful vampire whom most consider to be merely a legend. Fearing Kojou's destructive potential, the Lion King Organization sends in an apprentice sword-shaman, Yukina Himeragi, to monitor, and should he become a threat, kill the boy deemed the world's most powerful vampire. Forced together by circumstance, the two form an unlikely alliance as Kojou comes to terms with his abilities and they both struggle to protect the city from various emerging chaotic forces.

[Written by MAL Rewrite]",TV,24,Finished Airing,"Oct 4, 2013","Mar 28, 2014",Fall 2013,Fridays at 2330 (JST),"Movic, AT-X, Warner Bros. Japan, KlockWorx, ASCII Media Works, Showgate","Discotek Media, Crunchyroll","SILVER LINK., Connect",Light novel,"Action, Fantasy, Supernatural, Ecchi","Harem, School, Vampire",Unknown,R+ - Mild Nudity,7.061,296697,36682,299,597997,2202
9041,IS: Infinite Stratos,IS,IS 〈インフィニット・ストラトス〉,Infinite Stratos,"An exoskeleton weapon engineered by Japan, Infinite Stratos (IS) can be piloted only by women. Its power and combat prowess are so immense that an international treaty has been signed banning its use as a military asset. 

When it is discovered that 15-year-old Ichika Orimura is the only male capable of steering an IS, he is forcibly enrolled in the Infinite Stratos Academy: an all-female boarding school, the students of which graduate to become IS pilots. At this training school, Ichika is reunited with two of his childhood friends, Houki Shinonono and Lingyin Huang, and befriends Cecilia Alcott, an IS representative from the United Kingdom.

Guided by the legendary pilot Chifuyu Orimura—their strict homeroom teacher and Ichika's older sister—Ichika and the girls will need to use everything at their disposal to defend themselves and their academy against the dangers that will arise during the course of their thrilling school life.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Jan 7, 2011","Apr 1, 2011",Winter 2011,Fridays at 0125 (JST),"Lantis, Media Factory, TBS, Sony Music Communications, Sakura Create",Sentai Filmworks,8bit,Light novel,"Action, Comedy, Sci-Fi, Ecchi","Harem, Mecha",Unknown,PG-13 - Teens 13 or older,6.651,344324,55542,300,597213,2219
34280,Gamers!,Unknown,ゲーマーズ！,Gamers!,"Keita Amano is a typical high school gamer living out an average student's life. One day, however, he has an unexpected meeting with the cutest girl in school that makes him want to disappear without a trace! 

This girl, Karen Tendou, is an exemplary student who is proclaimed to be the school's idol. She discovers that Amano is a gamer, and this newfound knowledge incites a passionate desire within her to recruit him into the game club. Upon visiting the club, Amano is forcefully made aware of a side to gaming wildly different than the one he loves so dearly. 

Tendou's interest in Amano begins shaking up what was once an uneventful life, filling it with spontaneity, awkwardness, and a little bit of mayhem. As a result, every day becomes a comical battle for Amano's sanity as he tries to adapt to these wild, unexpected changes.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Jul 13, 2017","Sep 28, 2017",Summer 2017,Thursdays at 2100 (JST),"Sony Pictures Entertainment, Frontier Works, Sotsu, Kadokawa Shoten, AT-X, NBCUniversal Entertainment Japan, Tokyo MX, i0+, Chugai Mining, BS11",Funimation,Pine Jam,Light novel,"Comedy, Romance","Otaku Culture, School, Video Game",Unknown,PG-13 - Teens 13 or older,6.781,344014,49222,301,596266,2068
578,Hotaru no Haka,Tombstone for Fireflies,火垂るの墓,Grave of the Fireflies,"As World War II reaches its conclusion in 1945, Japan faces widespread destruction in the form of American bombings, devastating city after city. Hotaru no Haka, also known as Grave of the Fireflies, is the story of Seita and his sister Setsuko, two Japanese children whose lives are ravaged by the brutal war. They have lost their mother, their father, their home, and the prospect of a bright future—all tragic consequences of the war.

Now orphaned and homeless, Seita and Setsuko have no choice but to drift across the countryside, beset by starvation and disease. Met with the apathy of adults along the way, they find that desperate circumstances can turn even the kindest of people cruel yet their youthful hope shines brightly in the face of unrelenting hardship, preventing the siblings from swiftly succumbing to an inevitable fate.

[Written by MAL Rewrite]",Movie,1,Finished Airing,"Apr 16, 1988",Not Available,Unknown,Unknown,Unknown,"ADV Films, Central Park Media, Sentai Filmworks",Studio Ghibli,Novel,Drama,Historical,Unknown,PG-13 - Teens 13 or older,8.501,356778,1162,302,595700,7025
37141,Hataraku Saibou,Unknown,はたらく細胞,Cells at Work!,"Inside the human body, roughly 37.2 trillion cells work energetically 24 hours a day and 365 days a year. Fresh out of training, the cheerful and somewhat airheaded Sekkekkyuu AE3803 is ready to take on the ever-so-important task of transporting oxygen. As usual, Hakkekkyuu U-1146 is hard at work patrolling and eliminating foreign bacteria seeking to make the body their new lair. Elsewhere, little platelets are lining up for a new construction project. 

Dealing with wounds and allergies, getting lost on the way to the lungs, and bickering with similar cell types, the daily lives of cells are always hectic as they work together to keep the body healthy!

[Written by MAL Rewrite]",TV,13,Finished Airing,"Jul 8, 2018","Sep 30, 2018",Summer 2018,Sundays at 0000 (JST),"Aniplex, Kodansha, Magic Capsule",Aniplex of America,David Production,Manga,Comedy,"Anthropomorphic, Educational, Medical",Shounen,PG-13 - Teens 13 or older,7.571,291031,14262,303,594921,2173
39783,5-toubun no Hanayome ∬,"Gotoubun no Hanayome 2nd Season, The Five Wedded Brides 2nd Season, 5-toubun no Hanayome 2nd Season, The Quintessential Quintuplets 2nd Season",五等分の花嫁∬,The Quintessential Quintuplets 2,"Through their tutor Fuutarou Uesugi's diligent guidance, the Nakano quintuplets' academic performance shows signs of improvement, even if their path to graduation is still rocky. However, as they continue to cause various situations that delay any actual tutoring, Fuutarou becomes increasingly involved with their personal lives, further complicating their relationship with each other.

On another note, Fuutarou slowly begins to realize the existence of a possible connection between him and the past he believes to have shared with one of the five girls. With everyone's feelings beginning to develop and overlap, will they be able to keep their bond strictly to that of a teacher and his students—or will it mature into something else entirely?

[Written by MAL Rewrite]",TV,12,Finished Airing,"Jan 8, 2021","Mar 26, 2021",Winter 2021,Fridays at 0128 (JST),"Pony Canyon, Kodansha, DAX Production, BS11, Nichion, GYAO!, Good Smile Film, MAGNET",Unknown,Bibury Animation Studios,Manga,"Comedy, Romance","Harem, School",Shounen,PG-13 - Teens 13 or older,8.111,355362,4272,304,594567,10928
8841,Kore wa Zombie Desu ka?,"Koreha Zombie Desuka?, Kore ha Zombie Desu ka?, Kore wa Zombie Desuka?",これはゾンビですか?,Is This a Zombie?,"Ayumu Aikawa is a 16-year-old high school student who is tragically murdered while investigating a suspicious house. However, he soon awakens next to a strange armored girl called Eucliwood Hellscythe. She reveals herself to be a necromancer who has revived Ayumu, consequently turning him into a zombie! 

Now immortal, Ayumu sets out to hunt down his killer. One day, while searching in a cemetery, he encounters a boisterous young girl named Haruna, who is fighting a bear with a chainsaw while dressed as a magical girl. After she kills the beast, Haruna attempts to erase Ayumu's memories of her, but he instead absorbs her magic for himself. Stripped of her powers, Haruna now orders Ayumu to take up her role of hunting strange creatures known as ""Megalo,"" monsters that roam the human world and terrorize the population.

Kore wa Zombie Desu ka? follows the daily antics of the human-turned-zombie Ayumu as he begins his new, ludicrous life where the supernatural becomes the norm.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Jan 11, 2011","Mar 30, 2011",Winter 2011,Unknown,"Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG",Funimation,Studio Deen,Light novel,"Action, Comedy, Supernatural, Ecchi",Harem,Unknown,R - 17+ (violence & profanity),7.361,329921,21832,305,593809,3077
3455,To LOVE-Ru,"To Love You, ToLoveRu, ToLoveRu Trouble, To-Rabu-Ru, ToRaBuRu",To LOVEる -とらぶる-,To LOVE Ru,"Timid 16-year-old Rito Yuuki has yet to profess his love to Haruna Sairenji—a classmate and object of his infatuation since junior high. Sadly, his situation becomes even more challenging when one night, a mysterious, stark-naked girl crash-lands right on top of a bathing Rito.

To add to the confusion, Rito discovers that the girl, Lala Satalin Deviluke, is the crown princess of an alien empire and has run away from her home. Despite her position as the heiress to the most dominant power in the entire galaxy, Lala is surprisingly more than willing to marry the decidedly average Rito in order to avoid an unwanted political marriage.

To LOVE-Ru depicts Rito's daily struggles with the bizarre chaos that begins upon the arrival of Lala. With an evergrowing legion of swooning beauties that continuously foil his attempted confessions to Haruna, To LOVE-Ru  is a romantic comedy full of slapstick humor, sexy girls, and outlandishly lewd moments that defy the laws of physics.

[Written by MAL Rewrite]",TV,26,Finished Airing,"Apr 4, 2008","Sep 26, 2008",Spring 2008,Unknown,"Geneon Universal Entertainment, TBS, Shueisha",Sentai Filmworks,Xebec,Manga,"Comedy, Romance, Sci-Fi, Ecchi","Harem, School",Shounen,R+ - Mild Nudity,7.001,304503,39512,306,592623,3947
437,Perfect Blue,Unknown,パーフェクトブルー,Perfect Blue,"J-pop idol group CHAM! has spent the last two years entertaining its fans. Sadly, all good things must come to an end, and CHAM! must see one of its members, Mima Kirigoe, leave the group to pursue her acting career. While Mima's choice is met with a mixed response, she hopes her fans will continue to support her.

However, Mima's life begins to change drastically after her departure from the group. Wanting to shed her pop-idol image, she takes on a role in a crime drama series, and her career as an actress gradually becomes more demanding and taxing for both Mima and her manager, Rumi Hidaka. To add to Mima's growing unease, an obsessed fan who is incapable of accepting that Mima has quit being an innocent idol, begins stalking her; a new anonymous website begins to impersonate her life with intricate detail; and CHAM! also appears to be doing better without her. One by one, each disturbing development drives Mima to become increasingly unhinged and unable to distinguish reality from fantasy.

[Written by MAL Rewrite]",Movie,1,Finished Airing,"Feb 28, 1998",Not Available,Unknown,Unknown,Rex Entertainment,"GKIDS, Manga Entertainment","Madhouse, ONIRO",Novel,"Avant Garde, Drama, Horror","Adult Cast, Psychological, Showbiz",Unknown,R+ - Mild Nudity,8.531,316690,992,307,592330,15929
8525,Kami nomi zo Shiru Sekai,Kaminomi,神のみぞ知るセカイ,The World God Only Knows,"Keima Katsuragi, known online as the legendary ""God of Conquest,"" can conquer any girl's heart—in dating sim games, at least. In reality, he opts for the two-dimensional world of gaming over real life because he is an unhealthily obsessed otaku of galge games (a type of Japanese video game centered on interactions with attractive girls).

When he arrogantly accepts an anonymous offer to prove his supremacy at dating sim games, Keima is misled into aiding a naïve and impish demon from hell named Elucia ""Elsie"" de Lute Ima with her mission: retrieving runaway evil spirits who have escaped from hell and scattered themselves throughout the human world. Keima discovers that the only way to capture these spirits is to conquer what he hates the most: the unpredictable hearts of three-dimensional girls! Shackled to Elsie via a deadly collar, Keima now has his title of ""God of Conquest"" put to the ultimate test as he is forced to navigate through the hearts of a multitude of real-life girls.

[Written by MAL Rewrite]",TV,12,Finished Airing,"Oct 7, 2010","Dec 23, 2010",Fall 2010,Thursdays at 0150 (JST),"TV Tokyo, Geneon Universal Entertainment",Sentai Filmworks,Manglobe,Manga,"Comedy, Romance, Supernatural","Harem, Otaku Culture",Shounen,PG-13 - Teens 13 or older,7.671,317253,11852,308,588708,5574
35994,Satsuriku no Tenshi,"Angel of Massacre, Angel of Slaughter",殺戮の天使,Angels of Death,"With dead and lifeless eyes, Rachel Gardner wishes only to die. Waking up in the basement of a building, she has no idea how or why she's there. She stumbles across a bandaged murderer named Zack, who is trying to escape. After promising to kill her as soon as he is free, Rachel and Zack set out to ascend through the building floor by floor until they escape.

However, as they progress upward, they meet more twisted people, and all of them seem familiar with Rachel. What is her connection to the building, and why was she placed in it? Facing a new boss on each floor, can Rachel and Zack both achieve their wishes?

[Written by MAL Rewrite]",TV,16,Finished Airing,"Jul 6, 2018","Oct 26, 2018",Summer 2018,Fridays at 2030 (JST),"Lantis, AT-X, Kadokawa",Funimation,J.C.Staff,Game,"Adventure, Horror, Suspense",Psychological,Unknown,R - 17+ (violence & profanity),6.951,277903,41192,309,588506,5023
790,Ergo Proxy,Unknown,エルゴプラクシー,Ergo Proxy,"Within the domed city of Romdo lies one of the last human civilizations on Earth. Thousands of years ago, a global ecological catastrophe doomed the planet; now, life outside these domes is virtually impossible. To expedite mankind's recovery, ""AutoReivs,"" humanoid-like robots, have been created to assist people in their day-to-day lives. However, AutoReivs have begun contracting an enigmatic disease called the ""Cogito Virus"", which grants them self-awareness. Re-l Mayer, the  granddaughter of Romdo's ruler, is assigned to investigate this phenomenon alongside her AutoReiv partner, Iggy. But what begins as a routine investigation quickly spirals into a conspiracy as Re-l is confronted by humanity's darkest sins.

Elsewhere in Romdo, an AutoReiv specialist by the name of Vincent Law must also face his demons when surreal events begin occurring around him. Re-l, Iggy, Vincent, and the child AutoReiv named Pino will form an unlikely faction as they struggle to uncover Romdo's mysteries and discover the true purpose of the mythical beings called ""Proxies.""

[Written by MAL Rewrite]",TV,23,Finished Airing,"Feb 25, 2006","Aug 12, 2006",Winter 2006,Saturdays at 1900 (JST),"Geneon Universal Entertainment, WOWOW, Sakura Create","Funimation, Geneon Entertainment USA",Manglobe,Original,"Mystery, Sci-Fi",Psychological,Unknown,R - 17+ (violence & profanity),7.911,220920,6832,310,588166,12268
28497,Rokka no Yuusha,Rokka no Yusha,六花の勇者,Rokka Braves of the Six Flowers,"An ancient legend states that with the revival of the Demon God, six heroes—the Braves of the Six Flowers—will be chosen by the Goddess of Fate, granting them power to rise up against the fiends attempting to turn the world into a living hell. Adlet Mayer, self-proclaimed ""Strongest Man in the World,"" has arrived at the continent of Piena in hopes of becoming a Brave. Although it doesn't go as smoothly as he had planned, Adlet is ultimately chosen as one of the six heroes shortly after being greeted by Nashetania Loei Piena Augustra, crown princess and fellow Brave.

Rokka no Yuusha follows the two as they embark upon their destined journey to fight the Demon God, intending to meet up with their fellow heroes at a small temple outside of the Land of the Howling Demons, the fiends' domain. However, when they finally unite, seven heroes are present, and soon the others begin to suspect Adlet to be a fraud. Now on the run, Adlet must utilize his unique skill set and wit in a fight for his life to identify which member of the group is the true impostor before it's too late!

[Written by MAL Rewrite]",TV,12,Finished Airing,"Jul 5, 2015","Sep 20, 2015",Summer 2015,Sundays at 0258 (JST),Pony Canyon,Ponycan USA,Passione,Light novel,"Action, Adventure, Fantasy, Mystery",Unknown,Unknown,PG-13 - Teens 13 or older,7.291,312987,25012,311,587188,2517
33489,Little Witch Academia (TV),Unknown,リトルウィッチアカデミア,Little Witch Academia,"""A believing heart is your magic!""—these were the words that Atsuko ""Akko"" Kagari's idol, the renowned witch Shiny Chariot, said to her during a magic performance years ago. Since then, Akko has lived by these words and aspired to be a witch just like Shiny Chariot, one that can make people smile. Hence, even her non-magical background does not stop her from enrolling in Luna Nova Magical Academy.

However, when an excited Akko finally sets off to her new school, the trip there is anything but smooth. After her perilous journey, she befriends the shy Lotte Yansson and the sarcastic Sucy Manbavaran. To her utmost delight, she also discovers Chariot's wand, the Shiny Rod, which she takes as her own. Unfortunately, her time at Luna Nova will prove to more challenging than Akko could ever believe. She absolutely refuses to stay inferior to the rest of her peers, especially to her self-proclaimed rival, the beautiful and gifted Diana Cavendish, so she relies on her determination to compensate for her reckless behavior and ineptitude in magic.

In a time when wizardry is on the decline, Little Witch Academia follows the magical escapades of Akko and her friends as they learn the true meaning of being a witch. 

[Written by MAL Rewrite]",TV,25,Finished Airing,"Jan 9, 2017","Jun 26, 2017",Winter 2017,Mondays at 0000 (JST),"Ultra Super Pictures, TOHO animation, Good Smile Company",Netflix,Trigger,Original,"Adventure, Comedy, Fantasy",School,Unknown,G - All Ages,7.821,288537,8542,312,587125,6998
36882,Arifureta Shokugyou de Sekai Saikyou,From Common Job Class to the Strongest in the World,ありふれた職業で世界最強,Arifureta From Commonplace to World's Strongest,"The ordinary life of 17-year-old otaku Hajime Nagumo is disrupted when he and his classmates are summoned to a fantasy world and tasked with saving mankind. While his classmates are gifted with impressive abilities useful in combat, Hajime is belittled for only gaining an inferior transmutation skill that lacks any real offensive power. 

During an expedition in the Great Orcus Labyrinth, Hajime is betrayed by one of his classmates, plummeting him to the bottom of an abyss. Though he survives the fall, Hajime is faced with menacing monsters and misfortunes that send him spiraling into a grim nightmare. Desperate to live and return home one day, he resolves to fight for his survival—only to meet an imprisoned vampire he names Yue, who is also seeking to escape the labyrinth. Taking an interest in him, Yue and a few others along the way accompany Hajime on his journey to find a way back home, while steadily transforming from commonplace to the world's strongest. 

[Written by MAL Rewrite]",TV,13,Finished Airing,"Jul 8, 2019","Oct 7, 2019",Summer 2019,Mondays at 2330 (JST),"AT-X, Sony Music Communications, Bushiroad, Toranoana, Hakuhodo DY Music & Pictures, Overlap, FuRyu, Bandai Namco Arts",Funimation,"asread., White Fox",Light novel,"Action, Adventure, Fantasy","Harem, Isekai",Unknown,PG-13 - Teens 13 or older,6.681,340124,53752,313,586815,5751
14713,Kamisama Hajimemashita,Unknown,神様はじめました,Kamisama Kiss,"High schooler Nanami Momozono has quite a few problems of late, beginning with her absentee father being in such extreme debt that they lose everything. Downtrodden and homeless, she runs into a man being harassed by a dog. After helping him, she explains her situation, and to her surprise, he offers her his home in gratitude. But when she discovers that said home is a rundown shrine, she tries to leave; however, she is caught by two shrine spirits and a fox familiar named Tomoe. They mistake her for the man Nanami rescued—the land god of the shrine, Mikage. Realizing that Mikage must have sent her there as a replacement god, Tomoe leaves abruptly, refusing to serve a human.

Rather than going back to being homeless, Nanami immerses herself in her divine duties. But if she must keep things running smoothly, she will need the help of a certain hot-headed fox. In her fumbling attempt to seek out Tomoe, she lands in trouble and ends up sealing a contract with him. Now the two must traverse the path of godhood together as god and familiar; but it will not be easy, for new threats arise in the form of a youkai who wants to devour the girl, a snake that wants to marry her, and Nanami's own unexpected feelings for her new familiar.

[Written by MAL Rewrite]",TV,13,Finished Airing,"Oct 2, 2012","Dec 25, 2012",Fall 2012,Tuesdays at 0205 (JST),"TV Tokyo, Dentsu, Sotsu, Pony Canyon, Hakusensha, DAX Production",Funimation,TMS Entertainment,Manga,"Comedy, Fantasy, Romance, Supernatural",Mythology,Shoujo,PG-13 - Teens 13 or older,8.081,303124,4702,314,585057,13273
